"X1_T" "X2_T" "X3_T" "X4_T" "Y_T"
"1" 0.827099993764262 0.591733333333333 0.656240888456579 0.470025217790005 0
"2" 0.915228849401696 0.0660571428571429 0.326314991431216 0.749828060522696 0
"3" 0.85644720793744 0.283085714285714 0.62064125488109 0.660505502063274 0
"4" 0.874282290547886 0.321180952380952 0.32940149164862 0.450309491059147 0
"5" 0.966422949608696 0.177866666666667 0.667388248465066 0.600727877120587 0
"6" 0.712458350285383 0.313180952380952 0.464743027880686 0.723951169188446 0
"7" 0.834643928462568 0.649752380952381 0.561338498276804 0.323217560751949 0
"8" 0.753710155051841 0.69352380952381 0.467484918850515 0.159158642824393 0.176091259055681
"9" 0.886404913935915 0.548685714285714 0.359966833607373 0.330095139844108 0.176091259055681
"10" 0.957047539434501 0.395961904761905 0.8742916407086 0.178616460339294 0.176091259055681
"11" 0.76251867995969 0.555695238095238 0.458375248305946 0.729911737734984 0.176091259055681
"12" 0.921159341418861 0.613028571428571 0.514231912434491 0.692944750114626 0.176091259055681
"13" 0.779394418273241 0.755695238095238 0.367593186086297 0.443919073819349 0.176091259055681
"14" 0.965289179076003 0.511542857142857 0.676947409332558 0.322644429160935 0.176091259055681
"15" 0.0829571177459944 0.687238095238095 0.464952790031383 0.725785190279688 0.176091259055681
"16" 0.0883817736793426 0.298971428571429 0.483591655421917 0.404516276937185 0.176091259055681
"17" 0.130383611259737 0.431657142857143 0.627908015101676 0.842274186153141 0.176091259055681
"18" 0.0662209204210824 0.417409523809524 0.407447994718788 0.708361989912884 0.176091259055681
"19" 0.041173312960349 0.2424 0.321385580889829 0.837402567629528 0.176091259055681
"20" 0.0684710188628892 0.344419047619048 0.415179228273061 0.564477303988996 0.176091259055681
"21" 0.0223352794940593 0.393295238095238 0.25665897438894 0.245414947271894 0.176091259055681
"22" 0.103160036507411 0.336419047619048 0.534369078901434 0.322214580467675 0.176091259055681
"23" 0.0955942985296304 0.185866666666667 0.508373555225729 0.424317973406694 0.176091259055681
"24" 0.0282178042963798 0.655238095238095 0.276871055909704 0.77412883998166 0.176091259055681
"25" 0.744814417026094 1 0.216983961885618 0.384370701513068 0.176091259055681
"26" 0.876113766023775 0.708838095238095 0.432859180974693 0.558688674919762 0.176091259055681
"27" 0.880256389124001 0.569180952380952 0.400570792778069 0.460110041265474 0.176091259055681
"28" 0.895169832284814 0.588380952380952 0.695436444615451 0.325252177900046 0.176091259055681
"29" 0.702821300757489 0.533980952380952 0.378905359213188 1 0.176091259055681
"30" 0.713722940494925 0.264990476190476 0.600174462177337 0.538600412654746 0.176091259055681
"31" 0.870575733037157 0.561638095238095 0.204173487682317 0.306539431453462 0.176091259055681
"32" 0.88387573351683 0.308152380952381 0.481688813054877 0.461772122879413 0.176091259055681
"33" 0.751486220545404 0.190361904761905 0.654727604369405 0.541609353507565 0.176091259055681
"34" 0.12643285701889 0.0836190476190476 0.614333407349407 0.304991976157726 0.176091259055681
"35" 0.103604823408699 0.689180952380952 0.535897345999371 0.322759055479138 0.176091259055681
"36" 0 0.504914285714286 0.179915993255248 0.546223062815223 0.176091259055681
"37" 0.770106221216946 0.399352380952381 0.83064313375064 0.24395346171481 0.301029995663981
"38" 0.809570157066465 0.0891428571428571 0.955444121910166 0.192801467216873 0.301029995663981
"39" 0.893033110896276 0.852990476190476 0.31798443744638 0.726874140302614 0.301029995663981
"40" 0.913920652633204 0.209561904761905 0.508718164473304 0.502665061898212 0.301029995663981
"41" 0.849339338828632 0.457219047619048 0.616011504554985 0.447214580467676 0.301029995663981
"42" 0.78807212350424 0.431352380952381 0.368836775979717 0.737992893168271 0.301029995663981
"43" 0.709013432128353 0.624266666666667 0.488281337791079 0.807657038055938 0.301029995663981
"44" 0.826620321615815 0.262742857142857 0.56454486258032 0.341701054562128 0.301029995663981
"45" 0.751224581191706 0.216990476190476 0.544782271382479 0.38838262265016 0.301029995663981
"46" 0.873017700338343 0.56472380952381 0.474407069823527 0.581155433287483 0.301029995663981
"47" 0.916406226493339 0.294285714285714 0.751323074765523 0.783413571756075 0.301029995663981
"48" 0.698111792390917 0.371542857142857 0.694927022249471 0.296738881247134 0.301029995663981
"49" 0.833117698899327 0.423847619047619 0.764058633915004 0.308402109124255 0.301029995663981
"50" 0.891114422302487 0.308495238095238 0.554146653110039 0.294618294360385 0.301029995663981
"51" 0.638719659101365 0.431314285714286 0.671688372554361 0.109754699679046 0.301029995663981
"52" 0.640158675546706 0.63112380952381 0.378890376202424 0.80863136176066 0.301029995663981
"53" 0.89412327487002 0.676 0.511534970496954 0.321784731774415 0.301029995663981
"54" 0.862900978662003 0.073904761904762 0.878092830539451 0.248080009170106 0.301029995663981
"55" 0.90942917706138 0.245638095238095 0.839558025155276 0.479797111416782 0.301029995663981
"56" 0.968210818525636 0.285980952380952 0.556304206660068 0.981573819348923 0.301029995663981
"57" 0.956131801696557 0.427542857142857 0.375189572543693 0.656264328289776 0.301029995663981
"58" 0.912176390275214 0.139085714285714 0.805531607710018 0.235127235213205 0.301029995663981
"59" 0.89067835671299 0.498019047619047 0.71943922785953 0.240457359009629 0.301029995663981
"60" 0.806125238909435 0.290666666666667 0.551509643215558 0.4569005043558 0.301029995663981
"61" 0.994156721100734 0.559733333333333 0.509212603828519 0.425693489225126 0.301029995663981
"62" 0.895562291315361 0.448190476190476 0.844352588599787 0.420535304906006 0.301029995663981
"63" 0.876637044731172 0.0292571428571429 0.897960302812641 0.0532725813846862 0.301029995663981
"64" 0.84275474842722 0.253523809523809 0.473013649822466 0.849524300779459 0.301029995663981
"65" 0.675567201413899 0.795961904761905 0 0.65732462173315 0.301029995663981
"66" 0.915621308432244 0.383390476190476 0.532181559329876 0.455066483264558 0.301029995663981
"67" 0.865517372198987 0.0991238095238096 0.789559718235493 0.0992663915635029 0.301029995663981
"68" 0.76587638499882 0.412228571428571 0.727110529370746 0.159301925722146 0.301029995663981
"69" 0.803029173224003 0.330552380952381 0.450928691956191 0.535247592847318 0.301029995663981
"70" 0.992848524332242 0.561980952380952 0.519910473514082 0.505530719853278 0.301029995663981
"71" 0.86154917533456 0.235961904761905 0.317130405832826 0.913944291609354 0.301029995663981
"72" 0.978283933643027 0.399847619047619 0.494409389193593 0.414058917927556 0.301029995663981
"73" 0.905504586755903 0.631314285714286 0.510501142754231 0.270718707015131 0.301029995663981
"74" 0.898222291411296 0.331733333333333 0.51862193458837 0.347890875745071 0.301029995663981
"75" 0.800892451835465 0.401714285714286 0.819600654817502 0 0.301029995663981
"76" 0.790906549835974 0 0.517063701468904 0.583132737276479 0.301029995663981
"77" 0.819730485301755 0.492266666666667 0.585266366467063 0.460969738651994 0.301029995663981
"78" 0.889500979621347 0.0473142857142858 0.725102805928358 0.273297799174691 0.301029995663981
"79" 0.886143274582216 0.4768 0.699077316231126 0.52673658872077 0.301029995663981
"80" 0.846112453466351 0.292190476190476 0.70421648892321 0.571870701513068 0.301029995663981
"81" 0.722051793254327 0.357219047619048 0.806655333517325 0.444778771205869 0.301029995663981
"82" 0.66850293886404 0.440723809523809 0.622274403054377 0.0525275103163686 0.301029995663981
"83" 0.869049503473917 0.271657142857143 0.452486925075657 0.32155547913801 0.301029995663981
"84" 0.748390154859973 0.494285714285714 0.293142605599511 0.877063273727648 0.301029995663981
"85" 0.911565898449918 0.619466666666667 0.409410769128885 0.388096056854654 0.301029995663981
"86" 0.915926554344892 0.362361904761905 0.350497570804465 0.698532783127006 0.301029995663981
"87" 0.834818354698367 0.407733333333333 0.672497455135622 0.0702086198991289 0.301029995663981
"88" 0.700553759692103 0.612380952380952 0.72423379130404 0.16205295735901 0.301029995663981
"89" 0.686381628033436 0.320419047619048 0.194089921438081 0.617577945896378 0.301029995663981
"90" 0.753884581287641 0.1712 0.659252473620162 0.751146263182027 0.301029995663981
"91" 0.69928916948256 0.312038095238095 0.404361494501385 0.80473406694177 0.397940008672037
"92" 0.933892456632187 0.0956952380952381 0.821593395249127 0.432685694635488 0.397940008672037
"93" 0.908993111471883 0.482971428571429 0.627758184994035 0.405404630903256 0.397940008672037
"94" 1 0.174971428571429 0.627383609724933 0.190193718477763 0.397940008672037
"95" 0.744203925200797 0.421333333333333 0.699002401177305 0.623567171022467 0.397940008672037
"96" 0.874849175814232 0.270590476190476 0.509737009205262 0.328404401650619 0.397940008672037
"97" 0.9145311444585 0.286019047619048 0.523641243194342 0.266907381934892 0.397940008672037
"98" 0.904981308048506 0.367314285714286 0.283793206882716 0.558344795965154 0.397940008672037
"99" 0.966684588962395 0.322247619047619 0.404331528479857 0.510058459422284 0.397940008672037
"100" 0.758158024064716 0.191161904761905 0.430027391940279 0.546309032553875 0.397940008672037
"101" 0.9059406523454 0.597333333333333 0.541021535680692 0.833820495185695 0.397940008672037
"102" 0.866345896819032 0.705142857142857 0.330165625197588 0.689907152682256 0.397940008672037
"103" 0.934677374693282 0.398590476190476 0.56264202021328 0.302986015589179 0.397940008672037
"104" 0.953689834395371 0.22392380952381 0.885668240781778 0.194692801467217 0.397940008672037
"105" 0.783755074168216 0.445714285714286 0.539088727292123 0.433086886749198 0.397940008672037
